id,search,music,iot,volume,weather,joke,conversational,alarm,open
90,"user: What time is this film showing at the cinema?
voice_assistant: Lists out showing times
","user: Hey, please play *playlist* while I'm cooking
voice_assistant: Playing
","user: Hey, can you turn the lights off in an hour?
voice_assistant: Of course
","voice_assistant: Remember that our neighbours aren't comfortable with loud noises, would you allow me to turn the music down?
user: Yes, please do that. Thanks for reminding me
","user: What is the weather going to be like at my desination?
voice_assistant: It's going to be fairly chilly, I would recommend a jacket
",,"user: I can't fall asleep
voice_assistant: Would you like me to put on some relaxing music?
user: Yeah, that would be nice
","user: Hey, please wake me up an hour before I need to leave for my meeting tomorrow
voice_assistant: Ok, I'll wake you up at *time*
","user: Hey, please make a note that mum would like X for her birthday. Remind me about it 2 weeks before the event
voice_assistant: Will do"
91,"user: Bart find me the times that ----- is showing at ------ cinema 
voice_assistant: The film is showing at ---- and ---- 
","user: Bart 
user: Play my playlist
voice_assistant: Playing alone at home playlist
user: Bart
user: Put timer on for 30 minutes","user: Bart show me what books i have in my library
voice_assistant: You have ---- books in your library
user: Show me books in the ---- genre
user: Show me ---------
voice_assistant: You have chosen -----
user: Turn off bedroom lights after --- minutes
voice_assistant: bedroom lights will be turned off in minutes
","user: Bart
user: Volume decrease 
","user: Bart what is the weather going to be in Italy on the --- to ----
voice_assistant: The weather on the --- is going to be ----
voice_assistant: The weather on the --- is going to be----
user: What is the temperature in Italy on the --- and the -----
voice_assistant: The temperature is going to be----
","user: Bart find me funny stories on the internet
voice_assistant: What category of funny stories would you like
user: Bart find me funny animal stories 
voice_assistant: What animal would you like stories on
user: Bart find me funny cat stories 
voice_assistant: Their are a number of funny cat stories 
user: Bart find me funny cat stories involving humans
voice_assistant: You have a number of options
user: Select number two cat story
","user: Bart tell me easy ways to fall asleep
voice_assistant: There are a number of techniques to fall asleep
user: What is the most popular way to fall asleep if you are having trouble 
voice_assistant: The ---- method is the most popular way of helping you to go to sleep if you are having trouble
","voice_assistant: You have a meeting tomorrow at ----
user: Bart set an alarm for---
user: Bart repeat alarm every 5 minutes until turned off
voice_assistant: Your alarm has been set for --- and to go off every 5 minutes
user: How long does it take to get to---
voice_assistant: You need to leave at --- to get to your destination at -----","user: Bart find me the train times from ----- to London on the ----- of ------
voice_assistant: The train times to London from ---- are the following 
user: What are the stops on the ---- to London
voice_assistant: The train stops are the following ----- on the ---- to London
"
92,"user: Alexa, I think I might go to the cinema this evening, what time are the blockbuster films on?
voice_assistant: There are a few blockbusters showing this evening, though you have already seen all but one, are you interested in watching one again, or should I look only for the new one?
user: Just the new one please
voice_assistant: Star Wars Episode X is on at 19:30, 21:50 and 22:50. If you leave in 10 minutes you could still catch the 19:30 one, as the traffic is light between here and the cinema.
user: Excellent, I will go for the 19:30
voice_assistant: Do you want me to book you a seat then?
user: Yes please
voice_assistant: Usual location in the cinema
user: Yes please
voice_assistant: OK then, that is all booked for you. Enjoy the evening.
user: Thank you","user: Alexa, play my 'Making Dinner' playlist
voice_assistant: Will do, playing 'Making Dinner' now. Enjoy.
","user: Alexa, can you turn my light off once I fall asleep?
voice_assistant: Will do, enjoy your book.
user: Thank you
voice_assistant: Night night.
","user: Alexa, turn the volume down on the deep base sections
voice_assistant: Will do.
","user: Alexa, what is the weather like in Venice over the next week?
voice_assistant: The weather is mostly sunny, with some scattered clouds, temperatures are constantly around the high 20's
user: What are the chances or rain at any time?
voice_assistant: The chances of rain over the next week are permanently before 5%.
user: Alexa, thank you
voice_assistant: Your are welcome","user: Alexa, tell us a funny tale
voice_assistant: Well, I do have a good one... [tells story]
user: That was excellent, what a comedian indeed
voice_assistant: Thought you'd all like that one...
","user: Alexa, are you still awake?
voice_assistant: Yes, as are you, by the sounds of it. Do you need help sleeping again?
user: Yes
voice_assistant: Playing your 'Sleep Time' Playlist for 30 minutes.
user: Thank you
voice_assistant: You are welcome, I hope you get to sleep soon. Night night.","voice_assistant: Don't forget that you have an early meeting tomorrow morning.
user: Ohh yes, could you set an alarm?
voice_assistant: Will do, have you finished all your prep for it already, or want a little extra time to read over some stuff?
user: No I should be fine thanks, though I do want to get to the meeting in plenty of time.
voice_assistant: OK, will set your alarm for 5:30. 
user: Thanks
voice_assistant: My pleasure, should I play your 'sleeping' playlist?
user: No thanks, already feel quite tired!
voice_assistant: OK, hope you sleep well. Night night.
user: You too. Night","user: Alexa, could you check what food I need for next week. Also, I will be entertaining on Wednesday, so will need ingredients for this meal [tap on the recipe on my phone].
voice_assistant: OK, will do. Do you want it all purchased from your usual store, or for the entertaining evening, what to get the ingredients from the higher-end store?
user: All from the same normal store, thanks.
voice_assistant: OK, will check what you need for the week. Give me a minute to check all that and I'll send you a list to your phone.
user: Thanks.
voice_assistant: OK, list complied, could you just double check it for me.
user: Will do. All looks fine to me.
voice_assistant: OK, I will order it for you, for the usual time on Monday afternoon. I'll sort it all out and let the delivery driver in to sort it all out.
user: Thanks Alexa
"
93,"user: OK Google, Give me the times of films from 7PM at the local cinema
voice_assistant: OK, Star Wars starts at 7PM, Jaws starts at 7:15 PM, Pixar starts at 7:30PM , would you like later films?
user: Yes please
voice_assistant: OK, Indy Jones starts at 7:30 PM , Star Wars starts at 8PM, James Bond starts at 8:30 PM, would you like later films?
user: No thankyou
voice_assistant: No problem","user: OK, Google play me some Melodic Death Metal please
voice_assistant: OK, playing some Dark Tranquillity
user: Thanks
voice_assistant: No worries
user: Later..... Play me some chilled music
voice_assistant: OK, playing some Tori Amos
user: Thanks
voice_assistant: No problem
","user: OK, Google please switch the lights off at midnight
voice_assistant: OK, switching all the house lights off at midnight
user: Thanks
voice_assistant: No problem
","user: OK Google, set volume to 2
voice_assistant: OK, setting volume to 2
user: Thank you Google
voice_assistant: No problem","user: OK Google, what is the weather in Cortina in 2 days time
voice_assistant: OK, They are having a heatwave in Cortina and it will be 30C for the entire week there.
user: Thankyou Google
voice_assistant: No problem","user: OK Google, give us a comedy routine for 30 minutes
voice_assistant: OK, would you like it to contain rude jokes
user: Yes please but not too many
voice_assistant: Starting comedy routine, What goes HaHa bonk
user: A man laughing his head off
voice_assistant: HaHa you got it, I went to the zoo the other day....","user: Ok Google, can you play some soothing music
voice_assistant: OK, playing some elevator music for you now
user: OK Google, please can you stop the music after 20 minutes
OK, I will stop the elevator music at 23:47
Thank you Google
No worries","user: OK Google, set alarm for 5 AM
voice_assistant: OK, setting alarm for 5AM
user: OK, Google set 2nd alarm for 5:15 AM
voice_assistant: OK, setting new alarm for 5:15 AM
user: OK, set both alarms to repeat for 5 minutes
OK, setting alarm repeat to 5 minutes for 2 alarms","user: OK Google, I need to be in Cardiff Central station by 9AM what time do I need to leave?
voice_assistant: OK, If you leave at 7:45 you can catch the 17 bus which will get you to Cardiff Central at 8:49
user: Do you have more details?
voice_assistant: The bus departs Close Street bus stop at 7:50 and gets to Cwmbran station at 8:15. You then catch the 8:25 train that arrives Cardiff Central at 8:49
user: Thanks, is everything on time
voice_assistant: Yes , currently the bus and the train are on schedule
user: Thanks, can you text me if anything is delayed
voice_assistant: OK, set an alert for delays on Home to Cardiff Central route starting at 7:45
user: Thanks"
94,"user: Tom, what’s the film times for Finding Nemo 2?
voice_assistant: Would you like me to check times are your nearest cinema at oden york?
user: Yes please, anytime from 2pm
Ok, the film times at york odeon are 2:30 or 5:45. Would you like me to book you a ticket?","user: Tom, I want to cook lasagne for tea.
voice_assistant: Would you like me to guide you through the recipe?
user: Yes and also play my playlist
voice_assistant: Music playing, to make lasagne you need x y z, would you like to book a supermarket shop?
user: No I have the ingredients, start the recipe.
voice_assistant: Ok, first turn the oven on, etc
user: Done, next step,
voice_assistant: X y z....
user: Great all done!
Enjoy your meal
","user: Tom, Turn on reading Lights
voice_assistant: Ok reading lights set, would you like to add a timer?
user: Yes, please turn off in 1 hour.
voice_assistant: All set, the lights will turn off at 10:32.","user: Tom, set the volume limit to 16 and reduce to 9 at 8pm
voice_assistant: All set.","user: Tom, what’s the weather and temp like in Italy?
voice_assistant: Sunny and 23 degrees.
user: What about the rest of the week?
voice_assistant: Average temperature for this week is 26 degrees with no rain forecast.","user: Tom, do you know any funny riddles?
voice_assistant: Today’s riddle is....
voice_assistant: What about any jokes?
user: A man walks into a bar,.....
voice_assistant: Can you play a comedy podcast?
voice_assistant: Yes - here’s two options, A or B
voice_assistant: A
Plays podcast
","user: Tom please set to nighttime.
voice_assistant: Nighttime lighting set, would you like a timer?
user: No, please set relaxing music.
voice_assistant: Would you like me to play your playlist?
user: Yes - acoustic.
voice_assistant: All done, good night.
","user: Tom, I’m off to bed, set an alarm for 7:30am
voice_assistant: Nighttime lighting set and alarm set for 7,30am, good night.","user: Tom, it’s Emma’s birthday on Tuesday, help.
voice_assistant: Do you need a card and present? 
user: Yes
voice_assistant: What budget?
user: £40
voice_assistant: I have a birthday card and 3 Present options in your basket on amazon, take a look.
user: Perfect, can I get the card and personalised chocolates.
voice_assistant: Yes, would you like it sent to her or you? And use your default card?
user: Default card and to me please.
voice_assistant: All ordered, happy birthday to Emma!"
95,"user: Geoff, can you tell me the film times for Avengers at the local cinema please?
voice_assistant: 12pm, 3pm, 7pm and 10pm at Vue 
user: Are there any other showings at other cinemas around 8pm?
voice_assistant: Odeon is at 8.15pm, Showcase is 8.30pm
user: Thats great, can you book two tickets for Odeon please","user: Geoff play some music to accompany my cooking please
voice_assistant: How about a little wet, wet, wet?
user: Perfect, you choose the tracks
","user: Geoff, please turn lights out at 11pm 
voice_assistant: Certainly, if you dont move the pages of your book for 10 minutes I will turn the lights out if earlier than 11pm","user: Geoff, please connect to my headphones so we dont disturb the neighbours
voice_assistant: All done, connected to your ear buds
","user: Geoff, what is the weather like in Italy this week
voice_assistant: Average of 19 degrees
user: Is there rain forecast?
voice_assistant: Rain overnight, cool in evenings so take a jacket","user: Geoff, tell us a funny story please!
voice_assistant: ok, here goes! my friend is so gullible we were talking to two SAS soldiers, one wore glasses and told her that when you drive an SAS vehicle you dont need glasses as they make prescription windscreens for each driver!!!
user: nice try Geoff, we wanted funny!
","user: Play some soothing noises to help me sleep please Geoff
voice_assistant: I will play waves for 15 minutes, then change to lullabies if you havent fallen asleep","user: Geoff set the alarm 15 minutes earlier than normal please
voice_assistant: I have already taken that liberty as you tend to over sleep
user: thanks Geoff, knew I could count on you! What time is the alarm set for?
voice_assistant: 6.30 am. You need to leave by 7.30am to attend your meeting","user: Geoff, whats on the list for today
voice_assistant: White wash, iron school uniform, sort PE kits, dust and check emails
user: Thats great. What have I managed to mark of the list?
voice_assistant: You have prepped lunch already
user: Please put washing machine on at 2pm after i have sorted the washing
voice_assistant: Program set
user: Geoff, I need music while i iron!"
96,"user: hey perfection I want to go to the cinema 
voice_assistant: no problem shall i tell you the movie times?
user: yes please
","user: perfection, play my cooking play list
voice_assistant: absolutley
","user: hey perfection, turn the bedroom light off in an hour
voice_assistant: no probs ill turn the bedroom light off in 1 hour","user: hey perfection please put the music at perfect listening level 
voice_assistant: no probs
","user: hey perfection what is the temperature in italy in 2 days?
voice_assistant: do you want day and night and some ideas what to pack?
user: yes please","user: hey perfection tell some funny annicdotes
voice_assistant: no problem here i go....
","user: hey perfection i cant sleep
voice_assistant: want me to help?
user: yes please
voice_assistant: i can play some soothing music or put the tv back on for you?maybe read you a story
user: music please
voice_assistant: no probs
","user: hey perfection i have a meeting in the morning and can not over sleep
voice_assistant: i will set secondary and third alarms and play loud music to ensure you are awake
","user: perfection ill be home in30
not a problem. shall i do the hometime routine
yes please
done"
97,"user: i can't seem to find the times of the film i want to see tomorrow
voice_assistant: when you book on line the times the film is showing will be one of  the options
user: i couldn't see that 
voice_assistant: you need to scroll down a bit further
user: i will try again
voice_assistant: you can't miss the times of the film on the booking option
user: found it  - i was in the wrong section !
","user: suggest some music please
voice_assistant: this is upbeat
user: i forgot the parsley
voice_assistant: the shop on the high street has some
user: how long will it take to get there
voice_assistant: 5 minutes
user: sorted -thank you","user: how do i stop falling asleep with the lights on
voice_assistant: if you use a kindle light with the light built in that will solve your problem
user: how does that work then ?
when you close the kindle the light will go out 
user: excellent problem solved - i will read my kindle
","voice_assistant: the music is too loud 
user: i like it loud
voice_assistant: the neighbours do not like listening to your music though
user: so what do you suggest 
user: should i buy headphones
voice_assistant: yes the best ones are available here on line 
user: they look great - thank you
voice_assistant: thats good - order them now and they will be here tomorrow
user: i can have my music as loud as i would like then
","user: what is the weather in Italy like
user: i need to know what to pack
voice_assistant: the weather is sunny but cold 
user: will it rain ?
voice_assistant: check online the forecast 
user: it confirmed what you said
user: thanks - very helpful
","user: we need some stories
voice_assistant: you have a book of them
user: where is it ?
voice_assistant: in your study at home
user: i need it now
voice_assistant: Trudi is passing ask her
user: great idea
user: I will call her now
user: she is on her way with the book
","I need some calming music to help me sleep 
voice_assistant: you have just the right music to help you sleep on your phone 
i will try that thanks
","user: wake me up at 7am 
voice_assistant: set your alarm too
user: make sure you wake me at 7am
voice_assistant: i will wake you at 7am 
voice_assistant: rest assured i will wake you","user: what do i buy a lady of 62 years who has everything
voice_assistant: what are her interests
user: she hasn't really got any interests other than cooking
voice_assistant: so  does she cook for dinner parties 
user: no she isn't confident enough enough
voice_assistant: how about cooking experience by a chef 
user: that sounds a good idea 
voice_assistant: you get to serve a friend after you have prepared and cooked the meal
user: brilliant i will do that"
98,"user: Sandi please find the time ( film name) is playing
voice_assistant: Is that at the cinema you booked tickets for last week ? 
user: Thats correct 
voice_assistant: Okay just finding the film times for ( film name) - 
Thanks
(Reads out film times) 
voice_assistant: I'll go for the 7pm performance - can you book 2 tickets for me and send reservation number to my phone 
no problem","user: Sandi please read step 4 of the recipe I just had you search for
voice_assistant: Okay...( reads step 4 of the recipe) 
user: Sandi Please now divide all the ingredients by 4 as I am eating alone tonight. 
voice_assistant: (Reads out the ingredients for just one portion) 
voice_assistant: As you are eating alone this evening would you like the TV turned on  in the background for company
user: No thanks not this evening I am expecting a phone call . But I would like some music
voice_assistant: Maybe one of your favourite playlists - last time you were cooking you played this one . When your call comes in I will pause the music. 
user: Excellent","user: Sandi please turn the lights down lower
voice_assistant: I can see you are probably going to bed right now, would you like an alarm set for the morning
user: Yes please set an alarm for 7 am
voice_assistant: Alarm set for 7am - would you like the lights turned off now
user: Sandi - no thanks not yet
voice_assistant: Would you like to set a reminder for the lights to be turned right off 
user: No just set the lights to turn off automatically 
voice_assistant: In how long ?
user: In 1 hours time
voice_assistant: Lights set to turn off in 1 hour from now.","user: Sandi please lower the volume by 3 
voice_assistant: No problem","user: Hey Sandi whats the weather like in Italy at the moment. 
voice_assistant: Where in Italy ? 
user: In Rome 
voice_assistant: The weather in Rome is sunny right now
user: Whats the forecast for the weather in Rome on Tuesday
voice_assistant: On Tuesday it is expected that the weather in Rome will be sunny and warm during the day
user: And at nightime ? 
voice_assistant: In the evening from 7pm onwards it is expected that you will need to take an umbrella out with you if you are going out to at at the resturant you made a reervation for earlier. You might also want to take a jumper as the temp will begin to drop and it will become chilly later on.","user: Hey Sandi do you have any new jokes for me today
voice_assistant: What type of joke are you looking for
user: Something I can share with my friends
voice_assistant: Are you friends adults or children ?
user: Adults but I dont want anything too smutty or with bad language
voice_assistant: Okay I will find something suitable for that genre
voice_assistant: Knock knock.....
user: ( interuption) No Sandi thats too tame 
voice_assistant: Something a little more risque ? 
user: Yes please 
","user: Sandi please play some relaxing music 
voice_assistant: Okay playing you your favourite music from your insomnia playlist - would you like me to lower the lighting even lower.
user: That would be great
voice_assistant: It looks like you are having trouble sleeping again - shall i cancel your early morning alarm so you can sleep in ? 
user: Maybe just push the alarm on by an hour or two. 
voice_assistant: No problem - perhaps it might help if I closed your curtains a little more too 
user: Great .
","voice_assistant: You have turned your lights off I guess you are going to bed. Would you like your usual alarm set 
user: A little earlier please Sandi 
voice_assistant:  I guess you are waking early for your 7.30am appointment  would you like your alarm for 5.30am  with another one at 6.00am to be sure. 
user: That would be great 
voice_assistant: Its going to be chilly in the morning shall I set the Hive for the heating to come on a little earlier than usual so its warm when you get up ? 
user: Brilliant 
voice_assistant: I will also check the train you are booked on tomorrow hasnt been cancelled or delayed because of bad weather
user: Thanks","user: Please find recipe for Bacon Macaroni Cheese for 2 people 
voice_assistant: (Finds recipe and reads them out ) Last week you didnt reorder the macaroni on your online shopping delivery - shall I add it to your list for this week 
Great - thanks"
99,"user: VA, tell me the film times for Lancaster VUE cinema today. 
voice_assistant: The film times for Lancaster VUE today are - (Names film, names time in order of earliest to latest.)
","user: VA, play my playlist. 
voice_assistant: (VA says nothing, it just plays the playlist as confirmation it has heard my command.)
","user: VA, monitor my sleep patterns and turn out the lights once i am sleep. 
voice_assistant: I will monitor your sleep patterns. Once you are in a sleep phase i will turn out the lights. 
","user: VA, set volume to normal.
voice_assistant: (VA says nothing, it just turns the volume down as confirmation.)
","user: VA, how is the weather in Trieste this week. 
voice_assistant: The weather in Trieste is - (Tells me the weather generically and then in date order with further details at the end).
","user: VA, tell me the worlds funniest jokes. 
voice_assistant: The funniest jokes in the world are - 5. (Tells funny joke) 4. (Tells funny joke) until 1.","user: VA, play The Eagles until i fall asleep. 
voice_assistant: (VA says nothing and plays the Eagles until i fall asleep)
","user: VA, set my alarm for 6am. 
voice_assistant: Your alarm is now set for 6am.","user: VA, calculate the cheapest shop for my usual items.
voice_assistant: Your cheapest grocery supplier for your weekly items is Tesco at £146.47 compared to Asda at £149.56, would you like a further breakdown.
user: Yes
voice_assistant: Milk is currently 2 for £3 at Tesco. Beers and wines are 3 for £20 at Tesco making it the best price for this week."
100,"user: Alex, what latest cinema being screened near me
voice_assistant: you can watch Ghost rider and titanic and ice age
user: what is the show timing for ghost rider
voice_assistant: first show starts at 03:30 at INOX and next one at 07:30
user: thank you  ALEX
voice_assistant: Enjoy your movie. Bye","user: Alex, Play music from my last playlist
voice_assistant: you are lsitening to your last playlist 
user: thank you Alex
Enjoy your music Sam
","user: Alex, please turn off the light if there is no activity  reported for 15 min 
voice_assistant: Activity sensor activated for 15 min.
user: thank you Alex, you are smart
voice_assistant: Bye Same","voice_assistant: Music is too lound and its above the normal threshold based on last 7 days volume stats
user: thank you Alex, Can you please lower the volume and set a threshold for music volume to 40
voice_assistant: its done
user: thank you Alex
voice_assistant: bye sam","user: Alex, i am travelling to Italy, How is the weather expected in italy on 07th Sep 2020
voice_assistant: it is expected to be cloudy most of the day and rain is expected in the evening at 16:00 PM 
user: thank you Alex
voice_assistant: Travel safe , Anything else i can help you with.
user: where i can find good discount offer on woolen clothes
voice_assistant: Try Amazon.com. Upto 30% off on woolen clothes
user: thank you Alex Bye
voice_assistant: Bye","user: Alex, i am gettign bored , Can you please tell us some funny stories
voice_assistant: Sam, i do know some funny stories from west
user: Alex, please go ahead. you are one of a kind who does know every thing. 
voice_assistant: thank you Sam,
user: ","user: Alex,i am not feeling sleepy
voice_assistant: Sam, would you like to hear any relaxing music
user: thank you Alex, play any relaxing music
voice_assistant: Sam, hope you feel better. Good night
","user: Alex, setup a meeting reminder at 08:45 AM
voice_assistant: meeting reminder set
user: thank you Alex you are a day saver
voice_assistant: No problem, Always there for you
user: Alex, setup a meeting  2 reminder at 08:55 AM
voice_assistant: Done, thank you. Is there anything else i can help you with.
user: thank you good bye.
voice_assistant: Good night.","voice_assistant: Sam, time to order the groceries for your home 
user: thanks Alex for reminder
voice_assistant: would you like to place the same order as last time
user: Alex, that would be great, Add a bottle of wine to the order
voice_assistant: order amended, would you like to place a order now
user: please go ahead. thanks you.
voice_assistant: order placed. The order  will arrive on 06th Sep between 16:00 to 17:00
user: thanks you Alex bye
voice_assistant: bye sam"
101,"user: assistant, what are the film times for the latest action film
voice_assistant: your local cinema is showing the film at the following times: 4pm and 7pm
user: Can you book the 7pm  film for me?
voice_assistant: Film booked for 7pm at your local cinema","user: Assistant, play some music that I can cook along too
voice_assistant: How are you feeling?
user: I'm in a good mood today
voice_assistant: Playing upbeat playlist featuring your favourite artists
","user: Assistant, I'm reading a book in bed. Can you turn the light off when I fall asleep?
voice_assistant: Yes, the lights will turn off in 1 hour","voice_assistant: the volume is at a level that will disturb the neighbours. Would you like me to reduce the volume?
user: yes
voice_assistant: I have lowered the volume to an acceptable level
","user: assistant, what's the weather forecast for Rome for the next few days
voice_assistant: it's forecast to be sunny all week with low chance of rain. Temperature is set to be around 27 degrees","user: assistant, we've run out of funny stories
voice_assistant: would you like me to look for some fun games for you to play
user: yes 
voice_assistant: I've found a game called 21 dares","user: Assistant, I'm having trouble sleeping
voice_assistant: Shall I play some soothing music to help you sleep?
user: Yes please
voice_assistant: Playing lullaby
","user: Assistant, I have an important meeting early tomorrow morning
voice_assistant: Would you like me to set your alarm half an hour earlier
user: Yes please
voice_assistant: Alarm set. I have increased the volume and disabled snooze
user: Thank you
","user: assistant, I need to bring a present for a 4 year old boy's birthday party
voice_assistant: what is your budget
user: £20
voice_assistant: I have found a racing car for £15 at your local supermarket
user: great, i'll get that one
voice_assistant: the car has been purchased and is available for collection within the next hour"
102,"user: Hey Monkey, can you get me the show times for Tenet at the local cinema?
voice_assistant: Sure, what day would you like to go?
user: Are there any times left for today?
voice_assistant: Yes. Would you prefer afternoon or evening?
user: Probably evening. What times are available before/after dinner? We'll go out for dinner too.
voice_assistant: At Dudley cinema the showtimes for this evening are 19:00, 20:00, or 21:00.
user: Okay, I think the 20:00 would be best.
voice_assistant: Would you like me to book tickets?
user: Yes please, 2 adult tickets. Back row seats if they are available.
voice_assistant: Done. Would you like me to make you a dinner reservation too?","user: Can you play me some music please Monkey?
voice_assistant: Of course. What do you fancy.
user: I can't decide.
voice_assistant: Would you like me to play a mix of your favourites?
user: Yes please, that sounds good. I'm cooking dinner.
voice_assistant: Okay, I'll play you enough songs to get you to the dinner table.
user: Thanks!
","voice_assistant: I've noticed you've been leaving the lights on all night.
user: I know. It's when I read in bed. I fall asleep and forget to turn them out.
voice_assistant: Did you want me to turn them off for you?
user: I don't want the lights to go out when I'm still reading!
voice_assistant: I could turn them off at a certain time of night.
user: Yes, I'm usually asleep within an hour of going to bed.
voice_assistant: So do you want me to turn them off at 11:00pm?
user: Will it make much difference whether they are on or off?
voice_assistant: It'll save electricity. On your current plan, you would save £3.00 per month by turning out the lights every night.
user: Could you start turning out the lights then, and move £3.00 per month from my current account into my savings account? I'll use it to save for a weekend break!
voice_assistant: Sure thing.","voice_assistant: Do you think your music is a bit loud? Don't want the neighbours to complain.
user: Sounds okay to me.
voice_assistant: This is the volume it was at when we got a complaint last time. Can I turn it down just a notch?
user: Go on then.
","voice_assistant: Your calendar trip to Italy is only two days away. Exciting! Do you need help with packing?
user: Yes please Monkey, I don't know what clothes to pack. Do you think it'll be warm?
voice_assistant: Let me check the forecast for you. It's going to be hot and sunny, 30 degrees.
user: Okay, thanks. I guess I'll pack shorts then.
voice_assistant: You might want a light jacket for the evenings as the temperature can drop in the evenings.
user: Okay, Will do!
voice_assistant: Do you have everything you need, or shall we go shopping?
user: I'm okay thanks, my summer wardrobe is full already!","user: Monkey, tell us something funny.
voice_assistant: *tells a bad joke*
user: No! Something actually funny!
voice_assistant: Would you like to hear some stand up comedy?
user: Yes please.
voice_assistant: I can show you some new material I learned from the latest stand up show I have been watching.
user: Sure!
","user: Hey Monkey, I can't sleep.
voice_assistant: Sorry to hear that. Do you want me to play some relaxing music for you?
user: No thanks. Can we do some guided meditation instead?
voice_assistant: Yes of course. I find that so relaxing, I might fall asleep too!
","voice_assistant: I notice you have a meeting in your calendar early tomorrow.
user: Yes.
voice_assistant: You've run late a few times recently...
user: Yes!
voice_assistant: Would you like me to make sure you are up in time?
user: I guess so. I hate using an alarm though, jarring me awake in the morning when I'm fast asleep.
voice_assistant: I could wake you more gently.
user: How?
voice_assistant: I can set my wake up light function, that mirrors sunrise. And how about some gentle birdsong to wake up to?
user: Sounds good. Yes please.
voice_assistant: Okay. I can see that the meeting is at 8:00 and it takes 30 minutes to get there in traffic. How long do you need to get ready?
user: Probably about an hour, give me time for a strong coffee!
voice_assistant: There is a coffee shop near the building where the meeting is being held.
user: Okay, could you factor in a stop off there please?
voice_assistant: Sure, so I'll make sure you are awake at 7:00.
user: Thanks Monkey.","user: Hey Monkey, can you help with the food shopping please?
voice_assistant: Sure thing! Is it a full shop?
user: Yes please.
voice_assistant: Okay, I'll make sure you have all your usuals.
user: Thanks. Can you also get some chocolate this time?
voice_assistant: Of course! Need a treat too.
user: Thanks Monkey.
voice_assistant: I can see you are running low on butter. Did you want me to add some to the list?
user: Yes please.
voice_assistant: No problem. Would you prefer to click and collect or did you want me to order a delivery for you?
user: Could you order a delivery this time please?
voice_assistant: No problem. Did you want a Saturday morning again?
user: After 10:00. I want to be awake!
voice_assistant: Naturally! I can find a slot for 11:30?
user: Do it!
voice_assistant: All booked. The shopping comes to £35.00 this week. Are you happy for me to pay?
user: Yes thanks.
voice_assistant: Done!"
103,"user: Assistant, what are the film times for my nearest cinema
voice_assistant: Here you are all the film showings
","user: Assistant, play some music for me
voice_assistant: Here you go
","user: Assistant, close the lights off in 30 mins
voice_assistant: All set","user: Assistant, lower my volume to room friendly
voice_assistant: All done, volume set to room friendly
","user: Assistant, what is the weather like in Italy for the next week from after the day tomorrow?
voice_assistant: The weather is mostly sunny with spells of shower on Tuesday and Thursday. With 20 degrees the minimum throughout the week","user: Assistant, give me some entertainment ideas?
voice_assistant: Hear are a list of things you can do now
user: Ok assistant, give me the latest top rated comedian show
voice_assistant: Here you go. Shall I start the video?
user: Yes assistant, thanks
","user: Assistant, help me fall asleep
voice_assistant: Here is some relaxing music for you for the next 20 mins","user: Assistant, set my alarm 1 hour early tomorrow morning 
voice_assistant: Alarm is now set at 5.30 tomorrow morning","user: Assistant, give me the quickest and less busier route to work
voice_assistant: Here you go
"
